https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHBEAR,Volume USDT
1663477200000.0,2022-09-18 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663340400000.0,2022-09-16 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663336800000.0,2022-09-16 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663333200000.0,2022-09-16 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663329600000.0,2022-09-16 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663326000000.0,2022-09-16 11:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663261200000.0,2022-09-15 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663257600000.0,2022-09-15 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663254000000.0,2022-09-15 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663250400000.0,2022-09-15 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663246800000.0,2022-09-15 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663236000000.0,2022-09-15 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663232400000.0,2022-09-15 09:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,ETHBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1663225200000.0,2022-09-15 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663221600000.0,2022-09-15 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663218000000.0,2022-09-15 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663196400000.0,2022-09-14 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1663189200000.0,2022-09-14 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663185600000.0,2022-09-14 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663174800000.0,2022-09-14 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663171200000.0,2022-09-14 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,140000000.0,7.0
1663167600000.0,2022-09-14 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663164000000.0,2022-09-14 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663160400000.0,2022-09-14 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663156800000.0,2022-09-14 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663153200000.0,2022-09-14 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663149600000.0,2022-09-14 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663138800000.0,2022-09-14 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663135200000.0,2022-09-14 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663131600000.0,2022-09-14 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663128000000.0,2022-09-14 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663124400000.0,2022-09-14 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663120800000.0,2022-09-14 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663117200000.0,2022-09-14 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663110000000.0,2022-09-13 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663106400000.0,2022-09-13 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663102800000.0,2022-09-13 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663099200000.0,2022-09-13 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663095600000.0,2022-09-13 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663092000000.0,2022-09-13 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663088400000.0,2022-09-13 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663084800000.0,2022-09-13 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663081200000.0,2022-09-13 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663077600000.0,2022-09-13 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663074000000.0,2022-09-13 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663070400000.0,2022-09-13 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663066800000.0,2022-09-13 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663063200000.0,2022-09-13 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663059600000.0,2022-09-13 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663056000000.0,2022-09-13 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663052400000.0,2022-09-13 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663048800000.0,2022-09-13 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663045200000.0,2022-09-13 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663041600000.0,2022-09-13 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663038000000.0,2022-09-13 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663034400000.0,2022-09-13 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663030800000.0,2022-09-13 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1663023600000.0,2022-09-12 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663020000000.0,2022-09-12 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663016400000.0,2022-09-12 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663012800000.0,2022-09-12 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663009200000.0,2022-09-12 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663005600000.0,2022-09-12 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1663002000000.0,2022-09-12 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662998400000.0,2022-09-12 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662994800000.0,2022-09-12 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662991200000.0,2022-09-12 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662987600000.0,2022-09-12 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662984000000.0,2022-09-12 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662980400000.0,2022-09-12 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662976800000.0,2022-09-12 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662973200000.0,2022-09-12 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662969600000.0,2022-09-12 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662966000000.0,2022-09-12 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662962400000.0,2022-09-12 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662958800000.0,2022-09-12 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662955200000.0,2022-09-12 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662951600000.0,2022-09-12 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662948000000.0,2022-09-12 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662944400000.0,2022-09-12 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662940800000.0,2022-09-12 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662937200000.0,2022-09-11 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662933600000.0,2022-09-11 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662930000000.0,2022-09-11 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662926400000.0,2022-09-11 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662922800000.0,2022-09-11 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662919200000.0,2022-09-11 18:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1662915600000.0,2022-09-11 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662912000000.0,2022-09-11 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662908400000.0,2022-09-11 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662904800000.0,2022-09-11 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662901200000.0,2022-09-11 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662897600000.0,2022-09-11 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662894000000.0,2022-09-11 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662890400000.0,2022-09-11 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662886800000.0,2022-09-11 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662883200000.0,2022-09-11 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662879600000.0,2022-09-11 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662876000000.0,2022-09-11 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662872400000.0,2022-09-11 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662868800000.0,2022-09-11 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662865200000.0,2022-09-11 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662861600000.0,2022-09-11 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662858000000.0,2022-09-11 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662850800000.0,2022-09-10 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662847200000.0,2022-09-10 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662843600000.0,2022-09-10 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662840000000.0,2022-09-10 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662836400000.0,2022-09-10 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,100000000.0,5.0
1662832800000.0,2022-09-10 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662829200000.0,2022-09-10 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662825600000.0,2022-09-10 16:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662822000000.0,2022-09-10 15:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1662818400000.0,2022-09-10 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662814800000.0,2022-09-10 13:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662811200000.0,2022-09-10 12:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662807600000.0,2022-09-10 11:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662804000000.0,2022-09-10 10:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662800400000.0,2022-09-10 09:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662796800000.0,2022-09-10 08:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662793200000.0,2022-09-10 07:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662789600000.0,2022-09-10 06:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662786000000.0,2022-09-10 05:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662782400000.0,2022-09-10 04:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662778800000.0,2022-09-10 03:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662775200000.0,2022-09-10 02:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662771600000.0,2022-09-10 01:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1662764400000.0,2022-09-09 23:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662760800000.0,2022-09-09 22:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662757200000.0,2022-09-09 21:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662753600000.0,2022-09-09 20:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662750000000.0,2022-09-09 19:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662746400000.0,2022-09-09 18:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662742800000.0,2022-09-09 17:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662739200000.0,2022-09-09 16:00:00,ETHBEAR/USDT,6e-08,6e-08,5e-08,5e-08,0.0,0.0
1662735600000.0,2022-09-09 15:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1662732000000.0,2022-09-09 14:00:00,ETHBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
